Time: 2025-01-07 00:00:00, Timestep: 1, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 1, Current Connections: 5, Cumulative Connections: 5/6, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [5], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: False
0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:01:00, Timestep: 2, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 2, Current Connections: 5, Cumulative Connections: 5/6, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [5], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: False
0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:02:00, Timestep: 3, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 3, Current Connections: 5, Cumulative Connections: 5/6, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [5], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: False
0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:03:00, Timestep: 4, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 4, Current Connections: 5, Cumulative Connections: 5/6, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [5], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,1,0,0
0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:04:00, Timestep: 5, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 5, Current Connections: 4, Cumulative Connections: 5/6, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [5], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,1,0
0,1,0,0,1,0,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:05:00, Timestep: 6, Round: 1, Phase: TRANSMITTING, Aggregation Server: 2, Redistribution Server: TBD, Target Node: 2, Phase Length: 6, Timestep in Phase: 6, Current Connections: 5, Cumulative Connections: 6/6, Connected Sats: [1, 3, 4, 5, 6, 7], Missing Sats: [], Target Sats: [1, 3, 4, 5, 6, 7], Phase Complete: True
0,0,0,1,0,1,0,1
0,0,1,0,1,0,1,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1
1,0,1,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:06:00, Timestep: 7, Round: 1, Phase: REDISTRIBUTION, Aggregation Server: 2, Redistribution Server: 2, Target Node: 2, Phase Length: 1, Timestep in Phase: 1, Current Connections: 5, Cumulative Connections: 5/5, Connected Sats: [1, 4, 5, 6, 7], Missing Sats: [], Target Sats: [1, 4, 5, 6, 7], Phase Complete: True
0,0,0,1,0,1,0,1
