Time: 2025-10-30 16:54:18, Timestep: 1, Round: 1, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 16:55:18, Timestep: 2, Round: 1, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 16:56:18, Timestep: 3, Round: 2, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 16:57:18, Timestep: 4, Round: 2, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 16:58:18, Timestep: 5, Round: 3, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 16:59:18, Timestep: 6, Round: 3, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:00:18, Timestep: 7, Round: 4, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:01:18, Timestep: 8, Round: 4, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:02:18, Timestep: 9, Round: 5, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:03:18, Timestep: 10, Round: 5, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:04:18, Timestep: 11, Round: 6, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:05:18, Timestep: 12, Round: 6, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:06:18, Timestep: 13, Round: 7, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:07:18, Timestep: 14, Round: 7, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:08:18, Timestep: 15, Round: 8, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:09:18, Timestep: 16, Round: 8, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:10:18, Timestep: 17, Round: 9, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:11:18, Timestep: 18, Round: 9, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:12:18, Timestep: 19, Round: 10, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:13:18, Timestep: 20, Round: 10, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:14:18, Timestep: 21, Round: 11, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:15:18, Timestep: 22, Round: 11, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:16:18, Timestep: 23, Round: 12, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:17:18, Timestep: 24, Round: 12, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:18:18, Timestep: 25, Round: 13, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
Time: 2025-10-30 17:19:18, Timestep: 26, Round: 13, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 3, Cumulative Connections: 3/3, Connected Sats: [1, 2, 3], Missing Sats: [], Target Sats: [1, 2, 3], Phase Complete: True
0,1,1,1
1,0,1,1
1,1,0,1
1,1,1,0
