Time: 2025-10-24 00:00:00, Timestep: 1, Round: 1, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:01:00, Timestep: 2, Round: 1, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:02:00, Timestep: 3, Round: 2, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:03:00, Timestep: 4, Round: 2, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:04:00, Timestep: 5, Round: 3, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:05:00, Timestep: 6, Round: 3, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:06:00, Timestep: 7, Round: 4, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:07:00, Timestep: 8, Round: 4, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:08:00, Timestep: 9, Round: 5, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:09:00, Timestep: 10, Round: 5, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:10:00, Timestep: 11, Round: 6, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:11:00, Timestep: 12, Round: 6, Phase: REDISTRIBUTION, Aggregation Server: 0, Redistribution Server: 0, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
Time: 2025-10-24 00:12:00, Timestep: 13, Round: 7, Phase: TRANSMITTING, Aggregation Server: 0, Redistribution Server: TBD, Target Node: 0, Phase Length: 1, Timestep in Phase: 1, Current Connections: 1, Cumulative Connections: 1/1, Connected Sats: [1], Missing Sats: [], Target Sats: [1], Phase Complete: True
0,1,0
1,0,0
0,0,0
